sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Class 0,prob_Class 1,prob_Class 2,prob_Class 3,prob_Class 4,prob_Class 5,prob_Class 6,prob_Class 7,confidence_margin
5236,2,Class 2,7,Class 7,0,8.943389e-05,0.00021460193,0.12234509,7.185707e-05,1.0127061e-07,0.00051495014,5.831046e-07,0.8767633,0.7544181942939758
5243,6,Class 6,7,Class 7,0,0.036169324,1.9136469e-06,0.00029350634,1.9136469e-06,3.2907046e-05,4.095641e-05,5.1483113e-07,0.96345896,0.9634584404568045
5245,7,Class 7,1,Class 1,0,1.1346052e-05,0.99209577,0.002695668,4.8231846e-10,1.4262251e-07,2.777129e-09,4.301917e-09,0.005197146,0.9868986224755645
5308,0,Class 0,7,Class 7,0,0.177735,1.4711944e-07,9.4036e-06,2.5298637e-06,3.1486913e-06,1.3121956e-06,7.6308254e-08,0.82224834,0.644513338804245
5393,3,Class 3,7,Class 7,0,6.650068e-07,2.8269278e-11,2.8269278e-11,8.194996e-05,6.716397e-09,2.4718556e-06,2.4718556e-06,0.9999124,0.9998304312102846
5394,7,Class 7,3,Class 3,0,0.00019359395,7.4134265e-10,1.1483783e-09,0.9844044,1.1483783e-09,1.13703706e-07,8.1483677e-07,0.0154010095,0.9690033756196499
5406,6,Class 6,7,Class 7,0,1.1151134e-06,2.6757805e-06,1.1151134e-06,0.000110410176,5.7267815e-05,0.03264851,0.097505204,0.8696738,0.7721685841679573
5411,2,Class 2,7,Class 7,0,1.6117601e-08,4.8135437e-08,2.4720434e-06,9.188689e-06,6.7839026e-11,8.359915e-09,2.4967003e-08,0.9999883,0.9999858454461901
5435,1,Class 1,7,Class 7,0,4.7657973e-06,1.4233105e-05,7.530449e-10,1.8069777e-09,2.2047816e-05,1.2821479e-06,1.4233105e-05,0.9999435,0.9999292616921593
5436,7,Class 7,3,Class 3,0,6.646718e-07,3.8652686e-08,5.3404113e-07,0.9994087,5.4474647e-11,3.0749443e-06,2.0248436e-10,0.0005869836,0.9988217383506708
5457,2,Class 2,7,Class 7,0,0.00025608295,0.004403599,0.11730072,0.00031872306,6.8894355e-05,0.00548076,0.03155757,0.84061366,0.7233129441738129
5473,7,Class 7,0,Class 0,0,0.7879804,2.424429e-06,5.8175624e-06,2.424429e-06,9.101573e-08,1.7374212e-05,1.4098809e-07,0.21199134,0.5759890377521515
5474,5,Class 5,7,Class 7,0,0.007714951,7.869616e-07,6.2605184e-05,0.0032151546,4.5764217e-08,0.028676784,0.009602098,0.95072746,0.92205067910254
5488,7,Class 7,1,Class 1,0,1.0007926e-09,0.5538176,0.0012090569,5.190934e-10,2.9593633e-07,2.14192e-08,4.1295493e-08,0.44497308,0.10884448885917664
5497,6,Class 6,0,Class 0,0,0.9964179,6.626827e-07,4.277989e-07,1.2776272e-06,0.0021753109,1.4324371e-07,4.3206585e-09,0.0014042867,0.9964178757376301
5529,0,Class 0,7,Class 7,0,4.1920048e-05,1.2644329e-06,1.403645e-05,0.0013897837,0.012395841,2.7061746e-05,2.4377787e-06,0.9861276,0.9860856949271692
5534,7,Class 7,0,Class 0,0,0.89853996,2.7921669e-08,3.0995807e-07,0.00014197869,4.7539936e-05,9.25694e-07,0.0005277402,0.10074159,0.7977983728051186
5571,7,Class 7,1,Class 1,0,8.066498e-11,0.9553616,8.866175e-08,8.9546076e-10,1.9356024e-10,6.481156e-11,5.2593173e-13,0.044638306,0.9107232987880707
5577,4,Class 4,7,Class 7,0,1.7244938e-07,9.03386e-10,1.9334486e-08,7.186716e-08,0.03618276,9.03386e-10,1.5689545e-10,0.963817,0.9276342391967773
5592,6,Class 6,7,Class 7,0,0.0011219698,6.589675e-07,2.7462048e-07,1.1444609e-07,4.7223657e-06,1.4244064e-07,0.008040384,0.9908317,0.9827912887558341
5628,2,Class 2,1,Class 1,0,3.450782e-06,0.72403204,0.19478725,7.459125e-07,1.6123428e-07,1.8077122e-08,1.1669797e-08,0.081176296,0.5292447954416275
5629,1,Class 1,2,Class 2,0,1.5904591e-06,0.0033703307,0.9966138,1.4470076e-09,1.2906243e-08,3.4721845e-09,6.0303e-10,1.418571e-05,0.9932434698566794
5651,0,Class 0,7,Class 7,0,0.3415341,2.3169612e-11,2.8837082e-11,1.0508206e-06,6.851286e-09,3.5536412e-09,3.201201e-10,0.65846485,0.31693074107170105
5654,0,Class 0,7,Class 7,0,0.0041913404,3.0638566e-06,2.759989e-07,1.289577e-08,1.7817278e-07,6.688808e-09,8.324943e-09,0.995805,0.9916136846877635
5655,7,Class 7,1,Class 1,0,0.013259764,0.5471349,2.3490534e-07,2.3724813e-09,1.0867333e-06,5.6929044e-09,7.8655454e-08,0.43960395,0.10753092169761658
5659,7,Class 7,2,Class 2,0,2.6913453e-05,4.67419e-06,0.78797734,5.240562e-07,1.7722446e-09,1.2700453e-08,1.1440833e-09,0.21199054,0.5759868025779724
5690,7,Class 7,0,Class 0,0,0.99814594,5.9799476e-08,5.9799476e-08,0.00010181557,1.2798441e-06,6.704532e-09,8.344529e-09,0.0017508192,0.9963951187673956
5702,7,Class 7,0,Class 0,0,0.9576699,4.111633e-07,2.9465268e-06,0.006243961,5.0668383e-05,6.306234e-05,1.6965749e-05,0.035951994,0.921717919409275
5704,6,Class 6,5,Class 5,0,0.0002136305,8.9029054e-05,8.9029054e-05,0.0015309424,2.7121617e-08,0.7012599,0.29224527,0.0045721782,0.40901464223861694
5747,7,Class 7,4,Class 4,0,4.2232394e-08,1.7426265e-06,0.00021474693,5.893186e-09,0.87735575,1.273854e-09,1.5854519e-09,0.12242777,0.7549279853701591
5749,7,Class 7,5,Class 5,0,0.0047681318,5.399202e-06,0.0003451071,0.06587833,0.0006653535,0.73131406,0.00027728165,0.19674638,0.5345676839351654
5756,3,Class 3,5,Class 5,0,4.179007e-09,1.5533528e-08,5.7168563e-06,0.036180288,9.033237e-10,0.96375054,8.0569675e-09,6.346275e-05,0.927570253610611
5757,2,Class 2,4,Class 4,0,1.1775637e-09,0.037894886,0.037894886,8.5229566e-11,0.81103665,7.677673e-12,1.465608e-09,0.11317353,0.773141760379076
5780,6,Class 6,7,Class 7,0,3.2599462e-07,5.6617075e-08,3.6914052e-10,7.90045e-09,1.5081358e-06,1.3451448e-05,0.05495631,0.9450284,0.8900721147656441
5782,7,Class 7,0,Class 0,0,0.94302094,1.6706215e-05,0.0020587384,1.8730525e-06,5.7060323e-10,6.209771e-05,3.2854681e-09,0.05483958,0.8881813585758209
5802,7,Class 7,1,Class 1,0,4.736709e-08,0.9840263,0.000577949,6.675616e-11,3.8437362e-10,6.544415e-07,5.36362e-11,0.015395095,0.968631218187511
5804,7,Class 7,0,Class 0,0,0.7255845,0.0038010129,0.00027510914,7.401296e-05,5.9466885e-05,0.02723925,1.2854204e-05,0.24295382,0.4826306849718094
5821,0,Class 0,7,Class 7,0,0.44400153,1.0976049e-06,2.9528985e-07,0.001868801,1.516492e-05,0.001501517,3.2780088e-06,0.5526084,0.10860684514045715
5833,7,Class 7,1,Class 1,0,1.1519205e-07,0.99729,1.1519205e-07,5.435916e-11,4.3244404e-09,1.0480241e-10,2.2653787e-11,0.0027097815,0.9945802337024361
5837,7,Class 7,0,Class 0,0,0.60768986,5.639629e-08,1.0765623e-05,2.0962716e-07,2.3502743e-08,3.6406973e-08,7.7919225e-07,0.39229816,0.21539169549942017
5842,1,Class 1,7,Class 7,0,2.2392678e-05,0.3400571,0.0042745923,2.7870132e-05,6.7543016e-07,1.17305234e-07,6.084416e-08,0.65561724,0.31556013226509094
5865,0,Class 0,7,Class 7,0,0.00046981333,3.434321e-07,0.0017463142,0.0021734787,1.7637318e-05,1.4170968e-05,1.4312299e-07,0.9955781,0.9951082968909759
5872,2,Class 2,1,Class 1,0,8.3058485e-09,0.99352103,0.0064777085,1.17057145e-11,5.4153727e-11,6.6734667e-09,4.3080974e-09,1.2739129e-06,0.9870433262549341
5912,0,Class 0,7,Class 7,0,0.21188729,6.454895e-05,3.3814305e-07,1.009868e-06,8.033813e-05,1.5643378e-06,0.00037166526,0.7875932,0.5757059007883072
5939,4,Class 4,7,Class 7,0,0.0027057442,5.2685988e-05,0.0014034216,2.4862533e-08,3.40118e-05,5.965907e-08,1.445832e-09,0.99580413,0.9957701192324748
5940,5,Class 5,1,Class 1,0,0.0016187745,0.7414921,0.0060170502,1.833022e-06,7.56356e-05,0.0025075646,6.813413e-06,0.24828023,0.7389845279976726
5945,7,Class 7,5,Class 5,0,0.06554371,2.5099106e-07,1.4451776e-06,0.014167757,0.00042734167,0.9055767,0.000114968265,0.014167757,0.8914089491590858
5970,0,Class 0,7,Class 7,0,8.195018e-05,1.8069247e-09,3.1381742e-10,1.6116406e-08,3.829039e-06,7.5302287e-10,2.0058609e-08,0.99991417,0.9998322191313491
5987,2,Class 2,7,Class 7,0,1.3079257e-10,4.8616106e-10,4.813598e-08,3.107454e-08,1.3079257e-10,2.771615e-07,6.050799e-10,0.99999964,0.9999995942361508
5992,7,Class 7,0,Class 0,0,0.49996543,1.37202705e-05,4.0975774e-05,1.1023769e-05,2.965737e-06,1.3857121e-07,3.3250953e-07,0.49996543,0.0
6019,1,Class 1,7,Class 7,0,0.1775443,0.00012978437,0.0006004162,0.0003114253,2.805384e-05,2.0304758e-06,1.8110348e-05,0.8213659,0.8212361085170414
6027,7,Class 7,0,Class 0,0,0.96824974,2.6571135e-05,0.00029496578,5.1228144e-05,0.0021138163,5.1228144e-05,7.148469e-06,0.029205294,0.9390444438904524
6037,0,Class 0,7,Class 7,0,0.33133996,4.2908836e-09,3.827145e-08,1.7705383e-07,0.0298478,1.0194547e-06,5.9284456e-08,0.63881093,0.30747097730636597
6068,4,Class 4,7,Class 7,0,0.002131674,0.0041097878,0.00071376713,0.00019202555,0.015276238,0.0011056612,4.1507774e-05,0.9764292,0.9611529856920242
6082,0,Class 0,7,Class 7,0,0.44440737,8.739769e-05,3.6422392e-05,1.8891635e-05,2.118075e-06,0.0023280515,6.3256534e-06,0.55311346,0.10870608687400818
6088,5,Class 5,7,Class 7,0,0.38092583,5.422064e-06,6.0190203e-05,0.027570589,7.4913274e-05,0.0012882082,1.4587055e-06,0.5900734,0.5887851985171437
6106,7,Class 7,0,Class 0,0,0.55436647,1.22232605e-05,0.00013569012,1.5364908e-07,7.1081996e-07,7.038007e-05,7.969506e-08,0.44541433,0.10895213484764099
6180,2,Class 2,0,Class 0,0,0.85965437,0.0006284046,0.07743946,5.660804e-05,5.717261e-07,2.965442e-07,2.965442e-07,0.062219918,0.7822149097919464
6188,6,Class 6,4,Class 4,0,0.16471206,6.245148e-05,1.0846252e-05,1.6801407e-05,0.762001,0.003207258,0.01483761,0.055151995,0.7471633683890104
6192,7,Class 7,0,Class 0,0,0.91736066,1.4639819e-06,2.0428651e-07,2.8506513e-08,2.0632414e-09,3.1960679e-09,1.4785826e-08,0.08263775,0.8347229138016701
6206,3,Class 3,7,Class 7,0,5.990961e-08,7.456412e-08,2.799216e-09,2.771577e-07,5.9318013e-06,3.8293147e-06,3.8293147e-06,0.99998605,0.9999857753554124
6221,0,Class 0,7,Class 7,0,0.02927284,2.1611766e-07,7.236467e-08,9.096398e-10,1.564214e-08,0.00023754283,2.1611766e-07,0.9704891,0.9412162452936172
6273,7,Class 7,2,Class 2,0,0.004849737,0.034754723,0.4801845,1.4774141e-06,2.0412528e-05,4.412317e-06,2.0616108e-07,0.4801845,0.0
6304,7,Class 7,3,Class 3,0,0.00010192137,3.4467598e-07,6.645223e-07,0.99918395,2.470055e-06,0.00047151474,4.2475036e-05,0.00019650052,0.9989874522871105
6312,7,Class 7,4,Class 4,0,0.012414079,4.2400407e-07,5.277193e-07,1.0174228e-06,0.98757905,2.4657176e-08,2.1992341e-07,4.7068634e-06,0.9875743408165363
6329,4,Class 4,7,Class 7,0,1.2822051e-06,5.990973e-08,2.2490791e-09,3.107412e-08,3.076727e-06,6.7169057e-09,7.382789e-06,0.9999881,0.9999850023441468
6331,7,Class 7,6,Class 6,0,9.181965e-06,5.3928453e-09,6.0463023e-10,9.366036e-10,5.3928453e-09,0.0007304539,0.99925655,3.826521e-06,0.9992527247445651
6356,7,Class 7,0,Class 0,0,0.65841824,2.8268346e-07,1.8248824e-07,6.7161694e-05,1.8248824e-07,3.9056645e-06,7.605065e-08,0.34150994,0.3169082999229431
6361,0,Class 0,7,Class 7,0,0.44388497,0.00026070725,2.9229712e-05,0.0006255825,0.0012060995,2.9229712e-05,0.0015011225,0.5524631,0.1085781455039978
6409,7,Class 7,1,Class 1,0,1.3517995e-07,0.6070329,1.0753985e-05,1.8863274e-08,0.001064779,5.0246905e-07,1.6658463e-05,0.39187422,0.21515867114067078
6428,0,Class 0,7,Class 7,0,0.21182027,2.6891832e-05,1.3948305e-05,9.004432e-06,0.00019271519,1.7360204e-05,0.0005755462,0.78734434,0.5755240619182587
6430,0,Class 0,7,Class 7,0,0.0017498167,1.2791107e-06,4.2406667e-05,6.6345217e-07,2.7375887e-05,1.7672692e-05,0.0005859065,0.99757487,0.9958250491181388
6447,4,Class 4,0,Class 0,0,0.69025195,1.5219408e-05,1.8942197e-05,6.3425787e-06,0.020820053,0.0012107507,1.8942197e-05,0.2876578,0.6694318931549788
6458,0,Class 0,7,Class 7,0,0.3210661,9.780898e-05,0.018670985,6.314124e-05,0.035996962,0.00502308,7.85861e-05,0.6190033,0.29793718457221985
6484,7,Class 7,4,Class 4,0,1.1899567e-13,1.3341448e-14,1.0613537e-12,1.6440919e-12,1.0,4.0241837e-16,8.5276144e-13,3.906139e-10,0.9999999996093861
6554,0,Class 0,7,Class 7,0,0.00010199429,2.0058284e-08,1.1664526e-09,6.0501837e-10,8.442536e-11,3.8671683e-08,2.0058284e-08,0.99989796,0.9997959625616204
6597,7,Class 7,0,Class 0,0,0.78207225,5.1499275e-05,0.0063463496,7.9774974e-05,0.00045933516,1.724396e-05,0.0005716927,0.21040194,0.5716703087091446
6613,7,Class 7,0,Class 0,0,0.9840072,3.7681255e-06,7.2648045e-06,7.2648045e-06,0.000577938,1.5703421e-06,1.7606187e-07,0.015394802,0.9686123775318265
6639,7,Class 7,0,Class 0,0,0.9977335,3.8206886e-06,0.0011297851,3.06979e-06,6.7017614e-09,3.8587896e-08,8.341065e-09,0.0011297851,0.9966036886908114
6656,3,Class 3,7,Class 7,0,2.236442e-09,3.4643648e-09,1.5868771e-06,0.0041852975,1.9947377e-08,0.0014013995,4.2270403e-05,0.9943693,0.990184030495584
6666,0,Class 0,7,Class 7,0,0.12244463,1.5545065e-05,2.6997898e-06,7.263274e-07,2.1691847e-06,1.9540488e-07,5.7781606e-05,0.8774763,0.7550316452980042
6707,4,Class 4,7,Class 7,0,2.249106e-09,1.05087196e-10,1.0613537e-12,2.0462499e-12,2.5216323e-10,8.443398e-11,1.466406e-11,1.0,0.9999999997478368
6713,4,Class 4,7,Class 7,0,1.0397338e-08,1.2940635e-08,6.106677e-12,3.9032783e-10,0.0007304629,7.5253737e-10,5.446706e-11,0.99926955,0.9985390821821056
6714,7,Class 7,4,Class 4,0,1.595663e-08,3.8288842e-08,4.765469e-08,4.765469e-08,0.9900011,3.449146e-09,1.789011e-09,0.009998747,0.9800023352727294
6751,7,Class 7,5,Class 5,0,0.04113092,4.2373877e-08,3.036643e-07,2.439839e-07,3.7794376e-07,0.7072869,0.15288524,0.09869606,0.6085908338427544
6760,7,Class 7,0,Class 0,0,0.8716893,7.144123e-05,8.891632e-05,6.4355754e-06,0.0045663905,0.00041135005,0.0015290045,0.12163709,0.7500522285699844
6763,4,Class 4,7,Class 7,0,2.247463e-09,6.106677e-12,7.600434e-12,2.8251103e-11,0.00073046336,4.3762344e-11,2.247463e-09,0.99926955,0.9985390817164443
6772,4,Class 4,7,Class 7,0,0.008022072,0.001119414,0.002158188,5.9225947e-08,0.00012550534,6.6402412e-09,1.421163e-07,0.98857456,0.9884490591211943
6781,0,Class 0,7,Class 7,0,0.004169578,1.1442333e-07,9.285222e-10,3.0479484e-06,0.0051894924,9.193525e-08,3.0479484e-06,0.9906346,0.9864650419913232
6785,0,Class 0,4,Class 4,0,0.00010197807,1.6113596e-08,1.4372127e-07,1.4515464e-09,0.9997398,2.7985267e-09,9.278025e-08,0.00015796932,0.9996378476571408
6798,2,Class 2,7,Class 7,0,1.0211427e-06,1.4249198e-07,4.771186e-08,4.2135198e-05,1.6135088e-10,0.00072455587,0.008043285,0.99118876,0.9911887168602824
6815,5,Class 5,7,Class 7,0,3.075474e-06,1.0297885e-06,6.6478634e-07,8.2739905e-07,0.0003789963,3.4140794e-05,3.4481292e-07,0.9995809,0.9995467789485701
6839,0,Class 0,7,Class 7,0,1.7892329e-07,6.8516313e-13,1.1550515e-07,8.3600105e-09,4.8616106e-10,4.33619e-09,3.9844403e-14,0.99999964,0.9999994634488445
6868,7,Class 7,0,Class 0,0,0.7284976,0.009157375,0.0656246,0.00017831151,0.000115110226,0.00042786912,1.0369368e-05,0.19598867,0.5325089544057846
6871,6,Class 6,7,Class 7,0,8.358964e-09,3.8670702e-08,4.8129955e-08,2.2046295e-05,3.8670702e-08,1.2820593e-06,0.0001019918,0.9998745,0.9997724808199564
6875,7,Class 7,0,Class 0,0,0.73471487,1.3015955e-05,1.3015955e-05,9.327636e-05,0.01780575,6.021519e-05,0.0012887417,0.24601103,0.4887038320302963
6878,6,Class 6,7,Class 7,0,6.286803e-06,1.554143e-11,1.9535883e-13,1.523601e-07,5.152488e-10,0.008600305,0.44167748,0.5497158,0.10803833603858948
6897,7,Class 7,0,Class 0,0,0.7384177,8.444885e-06,5.451647e-06,0.034501836,0.0006718164,1.6281418e-05,0.027721021,0.19865753,0.5397601574659348
6911,7,Class 7,0,Class 0,0,0.89367974,0.00017575195,1.2720556e-05,4.7282792e-05,0.0058267456,3.052373e-05,3.052373e-05,0.10019666,0.7934830784797668
6929,5,Class 5,0,Class 0,0,0.9820747,3.0216147e-06,7.3228556e-08,2.1869786e-07,4.216412e-07,0.0099186925,3.3542867e-05,0.007969331,0.9721559854224324
6942,0,Class 0,7,Class 7,0,4.2507916e-05,2.2267999e-07,1.15500185e-07,1.4663423e-11,5.343339e-07,3.4838308e-09,3.8673953e-08,0.9999566,0.9999140999025258
6965,7,Class 7,3,Class 3,0,1.0046788e-05,5.2630682e-08,5.8425246e-07,0.7058348,7.271653e-07,5.2630682e-08,1.7448763e-06,0.29415196,0.4116828441619873
7012,0,Class 0,7,Class 7,0,0.00047160182,3.9036646e-10,8.354734e-09,0.00015791065,1.9849713e-06,3.4817818e-09,5.3934492e-09,0.9993685,0.9988968869729433
7032,7,Class 7,6,Class 6,0,0.027152106,6.645917e-06,1.984812e-05,0.06515309,6.645917e-06,0.00017703045,0.9001798,0.007304767,0.8928750362247229
7039,7,Class 7,0,Class 0,0,0.9988527,1.8050066e-09,1.983947e-06,5.390666e-09,1.4217591e-05,1.1652332e-09,4.8560345e-10,0.0011310537,0.9977216761326417
7045,0,Class 0,7,Class 7,0,8.273122e-07,1.1544455e-07,1.6109343e-08,2.4954211e-08,0.00019655794,2.2037488e-05,0.00030447848,0.999476,0.9994751882555875
7053,7,Class 7,4,Class 4,0,5.984248e-08,2.224366e-07,4.760651e-06,9.269893e-08,0.9988637,4.3312642e-09,1.4359546e-07,0.0011310654,0.9977326316293329
7057,2,Class 2,7,Class 7,0,6.65045e-07,1.5958149e-06,1.986166e-06,3.8292524e-06,4.4229813e-13,5.3966946e-09,2.2048396e-05,0.99996984,0.9999678538838452
7071,0,Class 0,7,Class 7,0,0.0007304624,2.2698768e-11,4.2902303e-07,8.2714104e-07,5.446699e-11,6.7120705e-09,6.0463734e-10,0.99926823,0.9985377714037895
7111,0,Class 0,7,Class 7,0,3.817821e-06,0.0014050849,0.000196068,2.464618e-06,0.0014050849,1.2783539e-06,1.5910509e-06,0.99698466,0.9969808428045326
7150,7,Class 7,4,Class 4,0,2.7991833e-09,1.4663657e-11,1.6440436e-12,2.855296e-13,0.9999726,1.0613246e-12,1.6440436e-12,2.7441685e-05,0.9999451401781698
7158,7,Class 7,5,Class 5,0,0.00028187459,1.6720475e-09,4.4983325e-10,0.00603276,0.0013040251,0.7434276,2.5391852e-05,0.24892838,0.49449919164180756
7254,7,Class 7,1,Class 1,0,0.03298017,0.5671266,0.36611226,4.694363e-07,0.0007992714,3.030481e-07,7.271812e-07,0.03298017,0.5341464020311832
7256,6,Class 6,7,Class 7,0,5.2849206e-05,3.863259e-08,0.00058667833,2.0038044e-08,4.331374e-09,2.4939556e-08,0.00047137574,0.998889,0.9984176532889251
7277,4,Class 4,7,Class 7,0,3.3678708e-07,2.4375938e-08,2.4375938e-08,1.9585197e-08,0.023660889,2.1526806e-05,2.4135209e-06,0.9763148,0.9526538942009211
7280,7,Class 7,0,Class 0,0,0.6584127,2.2488157e-05,3.1380384e-06,1.8248669e-07,7.605001e-08,5.396167e-05,4.3788725e-07,0.34150705,0.3169056475162506
7292,4,Class 4,7,Class 7,0,0.007073686,3.7055877e-05,0.0004113568,0.0002133635,0.29188,8.9804587e-07,1.2531495e-07,0.7003834,0.4085034132003784
7309,7,Class 7,2,Class 2,0,2.0060206e-08,2.771596e-07,0.9999938,1.627842e-10,1.1781977e-11,2.2941775e-13,3.5187034e-11,5.931847e-06,0.9999878692697166
7310,0,Class 0,7,Class 7,0,0.08263283,1.1879192e-08,1.3187075e-07,2.822332e-06,8.428925e-06,2.5173098e-05,2.5173098e-05,0.91730547,0.834672637283802
7320,7,Class 7,4,Class 4,0,3.3487864e-05,3.0166566e-06,1.9474214e-06,1.0100931e-06,0.7877688,0.00019281909,6.456334e-05,0.21193443,0.5758343487977982
7344,7,Class 7,0,Class 0,0,0.6978012,1.7250151e-06,7.980376e-06,8.9473565e-07,0.010917107,0.00040984017,5.718984e-05,0.290804,0.4069971740245819
7354,0,Class 0,7,Class 7,0,0.34141836,0.0002495759,8.3567684e-05,1.6434523e-08,8.4401137e-07,4.8597203e-06,6.781343e-07,0.65824205,0.31682369112968445
7439,7,Class 7,5,Class 5,0,0.031918015,6.339638e-08,7.037623e-07,2.3564677e-07,0.00020810387,0.6831183,6.968121e-05,0.28468487,0.3984334170818329
7464,3,Class 3,7,Class 7,0,9.697699e-07,1.7180092e-11,2.3502286e-08,0.39228994,5.0801963e-09,3.215099e-05,9.8921e-11,0.60767686,0.21538692712783813
7472,7,Class 7,0,Class 0,0,0.49992478,3.2919932e-05,9.831582e-05,4.5937068e-06,3.727697e-08,8.856495e-06,5.71737e-06,0.49992478,0.0
7510,3,Class 3,7,Class 7,0,1.986206e-06,7.456427e-08,5.990985e-08,1.986206e-06,5.990985e-08,5.9318245e-06,1.8070617e-09,0.99999,0.9999880002137616
7535,0,Class 0,7,Class 7,0,0.0014070612,2.4927012e-08,9.265466e-08,5.2822623e-05,4.2441177e-05,0.00010184003,9.173963e-06,0.9983866,0.9969795602373779
7561,5,Class 5,7,Class 7,0,1.36725735e-11,1.32715195e-05,2.304929e-06,2.304929e-06,1.0769559e-07,0.25084126,1.502801e-08,0.7491408,0.4982995390892029
7596,4,Class 4,7,Class 7,0,0.00090793223,4.2845323e-07,1.9821362e-06,6.6369574e-07,0.0011300207,1.767918e-05,2.7659092e-07,0.9979411,0.9968110560439527
7602,2,Class 2,7,Class 7,0,0.02321609,1.0955667e-05,0.018653316,0.00015136777,1.3771528e-07,7.0725055e-06,5.11893e-07,0.9579606,0.939307289198041
7610,7,Class 7,0,Class 0,0,0.9999169,2.0058664e-08,1.789085e-07,3.8672344e-08,8.276764e-07,2.496522e-08,8.359319e-09,8.195033e-05,0.9998349607922137
7621,3,Class 3,7,Class 7,0,3.483972e-09,1.1550474e-07,6.050772e-10,2.2268878e-07,2.4720653e-06,2.799247e-09,3.10744e-08,0.99999714,0.9999969162882678
7631,7,Class 7,4,Class 4,0,4.18242e-06,7.336263e-09,2.4564641e-09,1.2741245e-09,0.8775421,1.4144039e-08,5.8944374e-09,0.12245371,0.7550883665680885
7647,6,Class 6,7,Class 7,0,0.008788115,2.3878581e-05,6.4240876e-06,0.000110468536,0.0002650758,0.00032991558,0.29135436,0.6991218,0.4077674150466919
7659,0,Class 0,7,Class 7,0,0.15025952,2.1601098e-08,1.5480047e-07,5.132128e-06,0.28969467,2.1387812e-06,0.0015175818,0.55852073,0.4082612097263336
7661,0,Class 0,7,Class 7,0,1.6117713e-08,3.5187086e-11,1.6278444e-10,1.3079175e-10,4.7660396e-06,1.1781994e-11,4.8615795e-10,0.99999523,0.9999952155107046
7721,0,Class 0,7,Class 7,0,0.24854726,3.9273033e-05,8.5738186e-08,1.1845921e-06,0.007496927,5.4802313e-06,0.0016205157,0.7422893,0.49374204874038696
7727,4,Class 4,7,Class 7,0,9.1886495e-06,1.595839e-06,3.449523e-07,2.496692e-08,1.2822011e-06,2.4720352e-06,1.1550334e-07,0.999985,0.9999836974284335
7758,7,Class 7,4,Class 4,0,2.8364343e-07,1.3122071e-06,1.0648296e-08,2.8364343e-07,0.82225627,3.530249e-07,4.8775287e-06,0.17773661,0.6445196568965912
7765,0,Class 0,7,Class 7,0,0.067492835,2.3282182e-08,5.0326086e-09,4.083853e-11,2.3282182e-08,2.3514402e-10,1.5029954e-08,0.93250716,0.8650143221020699
7786,0,Class 0,7,Class 7,0,0.14753895,1.8917753e-07,8.751844e-07,0.000620991,0.0023082471,2.6398201e-08,1.8730942e-05,0.849512,0.7019730359315872
7790,2,Class 2,5,Class 5,0,1.5029372e-08,5.586475e-08,3.9639046e-05,1.0770504e-07,6.201527e-07,0.93246925,1.3405067e-07,0.06749015,0.9324296097256592
7794,6,Class 6,0,Class 0,0,0.8890939,0.0005221923,0.0019410094,0.033377577,0.033377577,7.286766e-05,7.286766e-05,0.041542023,0.8890210082245176
7796,0,Class 0,7,Class 7,0,0.12050087,8.808577e-05,0.00032741835,0.013510196,2.3697836e-05,0.0012170271,0.0007856594,0.863547,0.7430461570620537
7799,7,Class 7,4,Class 4,0,2.022494e-10,1.6089569e-08,6.772103e-11,8.4285974e-11,0.99824905,3.132948e-10,4.8530996e-10,0.0017509983,0.9964980556396767
7853,0,Class 0,7,Class 7,0,1.2822184e-06,3.9061254e-10,6.7839595e-11,1.0404922e-08,3.4839767e-09,5.396849e-09,2.2268908e-07,0.99999845,0.9999971680608724
7855,0,Class 0,7,Class 7,0,0.008048668,2.7218837e-05,6.531322e-05,1.0218259e-06,4.7272283e-06,5.9422298e-08,1.0218259e-06,0.991852,0.9838033178821206
7890,5,Class 5,7,Class 7,0,3.067654e-05,1.2911752e-07,5.973312e-07,0.003780328,0.00011402587,0.04196535,0.37429965,0.57980925,0.5378438979387283
7900,7,Class 7,4,Class 4,0,3.7387447e-06,9.060815e-08,1.1389644e-09,2.4865084e-12,0.9763347,2.461957e-10,7.2800546e-08,0.023661394,0.9526732973754406
7902,4,Class 4,0,Class 0,0,0.8741334,0.008828517,0.0980052,0.0012319469,0.00063898915,2.9856123e-05,0.000110976354,0.01702105,0.8734944189200178
7907,6,Class 6,7,Class 7,0,2.0060309e-08,1.4375851e-07,3.1074457e-08,8.2774505e-07,3.1384342e-10,5.4506816e-11,3.8675513e-08,0.9999989,0.9999988884408815
7932,7,Class 7,0,Class 0,0,0.916701,0.00014484832,0.0005384068,2.515651e-05,1.8207751e-06,2.8486015e-08,1.0483815e-05,0.08257836,0.8341226577758789
7964,0,Class 0,7,Class 7,0,0.0027080488,0.0003036183,0.00012653084,3.816548e-06,9.158026e-06,0.00019600263,4.2789992e-07,0.9966523,0.9939442563336343
7970,7,Class 7,0,Class 0,0,0.93247247,9.60652e-07,1.0664184e-05,4.0034513e-07,2.0560143e-05,4.444226e-06,1.8705705e-08,0.067490384,0.864982083439827
