sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Class 0,prob_Class 1,prob_Class 2,prob_Class 3,prob_Class 4,prob_Class 5,prob_Class 6,prob_Class 7
5402,7,Class 7,7,Class 7,1,5.3435605e-07,2.0462482e-12,6.783976e-11,2.2268924e-07,6.783976e-11,3.1074464e-08,1.4375856e-07,0.99999917
5403,7,Class 7,7,Class 7,1,9.280438e-08,2.0260413e-10,6.783981e-11,1.0508718e-10,1.0613536e-12,2.0060329e-08,5.396857e-09,0.9999999
5404,7,Class 7,7,Class 7,1,2.5467788e-12,1.466406e-11,3.5187252e-11,3.1384434e-10,3.1384434e-10,1.178205e-11,1.825104e-11,1.0
5405,0,Class 0,0,Class 0,1,0.9999871,2.0060073e-08,1.1436301e-05,9.28032e-08,2.2490771e-09,3.1074087e-08,5.3967883e-09,1.2822038e-06
5406,6,Class 6,7,Class 7,0,1.1151134e-06,2.6757805e-06,1.1151134e-06,0.000110410176,5.7267815e-05,0.03264851,0.097505204,0.8696738
5407,7,Class 7,7,Class 7,1,1.1665693e-09,2.0666555e-14,4.4672323e-15,2.8271755e-11,1.0826275e-16,8.5275976e-13,1.1899567e-13,1.0
5408,2,Class 2,2,Class 2,1,9.65624e-16,3.169747e-12,1.0,3.589262e-15,1.0826275e-16,1.093426e-18,2.3401853e-17,9.466493e-12
5409,5,Class 5,5,Class 5,1,7.382565e-06,1.4375259e-07,2.2268e-07,7.530556e-10,2.0059481e-08,0.9999577,4.2931867e-07,3.4153665e-05
5410,7,Class 7,7,Class 7,1,5.4506875e-11,6.851634e-13,2.5721761e-14,6.78397e-11,3.1384434e-10,3.107449e-08,4.861603e-10,1.0
5411,2,Class 2,7,Class 7,0,1.6117601e-08,4.8135437e-08,2.4720434e-06,9.188689e-06,6.7839026e-11,8.359915e-09,2.4967003e-08,0.9999883
5412,7,Class 7,7,Class 7,1,3.1384434e-10,8.443398e-11,6.851634e-13,1.3209692e-12,3.1384434e-10,2.5467837e-12,3.1697412e-12,1.0
5413,0,Class 0,0,Class 0,1,0.9999331,2.2267476e-07,8.276906e-07,1.806959e-09,6.0503963e-10,3.9058703e-10,3.9058703e-10,6.584542e-05
5414,7,Class 7,7,Class 7,1,3.9061315e-10,2.8271755e-11,9.466493e-12,3.518732e-11,1.1665716e-09,1.825104e-11,1.05087196e-10,1.0
5415,7,Class 7,7,Class 7,1,1.6604873e-14,2.6237427e-18,1.2018255e-15,2.5721761e-14,3.9844416e-14,1.8616867e-15,4.064306e-18,1.0
5416,7,Class 7,7,Class 7,1,8.443398e-11,1.0826316e-16,2.5978315e-16,2.1080839e-18,3.589275e-15,6.172095e-14,1.4958045e-15,1.0
5417,7,Class 7,7,Class 7,1,2.2490991e-09,7.456492e-08,3.0767571e-06,4.423101e-13,1.6278504e-10,2.5216246e-10,3.1697314e-12,0.9999969
5418,7,Class 7,7,Class 7,1,1.2821596e-06,3.107305e-08,6.650329e-07,4.250771e-05,3.829183e-06,2.7991198e-09,1.8069926e-09,0.9999517
5419,7,Class 7,7,Class 7,1,8.5275976e-13,5.008521e-16,6.91996e-15,4.4672323e-15,7.835829e-18,1.0613537e-12,2.0872651e-16,1.0
5420,5,Class 5,5,Class 5,1,3.1697284e-12,4.3794156e-11,6.111116e-12,2.2268851e-07,8.527563e-13,0.99999595,2.249097e-09,3.8293524e-06
5421,7,Class 7,7,Class 7,1,1.0613537e-12,2.8271755e-11,1.0613537e-12,3.1697412e-12,1.3209692e-12,3.2013566e-14,3.945092e-12,1.0
5422,7,Class 7,7,Class 7,1,3.1697412e-12,1.1899567e-13,4.959058e-14,4.959058e-14,4.4231147e-13,3.9844342e-14,3.2013566e-14,1.0
5423,7,Class 7,7,Class 7,1,4.9590774e-14,5.4506875e-11,1.4810324e-13,1.0613537e-12,1.466406e-11,4.3794413e-11,2.0462499e-12,1.0
5424,7,Class 7,7,Class 7,1,4.0241683e-16,1.8802555e-17,3.589262e-15,4.0241683e-16,3.5538217e-13,1.6770494e-16,1.5107183e-17,1.0
5425,7,Class 7,7,Class 7,1,3.1697412e-12,2.5721761e-14,6.1111407e-12,3.483982e-09,6.1111407e-12,1.6440887e-12,1.178205e-11,1.0
5426,7,Class 7,7,Class 7,1,3.829101e-06,1.15497016e-07,1.0404213e-08,7.60546e-12,6.5845175e-05,4.379128e-11,1.8069538e-09,0.99993026
5427,7,Class 7,7,Class 7,1,2.7716152e-07,1.8433042e-13,2.8271748e-11,4.3794322e-11,1.3079259e-10,1.0508717e-10,6.172094e-14,0.99999976
5428,7,Class 7,7,Class 7,1,7.530875e-10,1.0719398e-14,7.681853e-14,1.466406e-11,1.3341448e-14,1.825104e-11,3.5538217e-13,1.0
5429,7,Class 7,7,Class 7,1,0.2498016,3.1713786e-05,4.9616204e-07,0.00028286333,0.00252293,1.644938e-05,0.0013085993,0.74603534
5430,7,Class 7,7,Class 7,1,0.0033690117,0.00024384182,3.0651452e-06,1.2773784e-06,0.00015741376,3.4365485e-07,1.2773784e-06,0.9962238
5431,7,Class 7,7,Class 7,1,1.3079261e-10,3.2013566e-14,1.8433046e-13,4.4231147e-13,4.0241683e-16,3.5538217e-13,1.4958045e-15,1.0
5432,7,Class 7,7,Class 7,1,3.4048022e-05,2.0196891e-10,3.1286032e-10,0.00019604439,6.629798e-07,0.00019604439,0.0027086257,0.9968646
5433,7,Class 7,7,Class 7,1,1.29500926e-08,7.605989e-12,7.456515e-08,7.5308737e-10,1.6117818e-08,3.8675626e-08,1.0613536e-12,0.9999999
5434,7,Class 7,7,Class 7,1,0.0004484608,5.6934724e-08,6.383356e-09,0.044403233,0.0016669467,0.0020746961,0.0010761082,0.9503305
5435,1,Class 1,7,Class 7,0,4.7657973e-06,1.4233105e-05,7.530449e-10,1.8069777e-09,2.2047816e-05,1.2821479e-06,1.4233105e-05,0.9999435
5436,7,Class 7,3,Class 3,0,6.646718e-07,3.8652686e-08,5.3404113e-07,0.9994087,5.4474647e-11,3.0749443e-06,2.0248436e-10,0.0005869836
5437,7,Class 7,7,Class 7,1,0.009934572,2.7262905e-07,0.0064133275,4.688125e-06,4.734881e-08,5.2561853e-07,1.7775279e-09,0.9836466
5438,7,Class 7,7,Class 7,1,1.0300166e-06,2.521134e-10,3.5180366e-11,0.00019662213,6.7156583e-09,3.106835e-08,1.4516373e-09,0.9998024
5439,7,Class 7,7,Class 7,1,6.050801e-10,2.7992602e-09,3.945092e-12,5.559963e-15,3.169747e-12,4.959068e-14,4.959068e-14,1.0
5440,7,Class 7,7,Class 7,1,9.560877e-14,2.0666555e-14,7.7584443e-16,3.2655376e-18,9.65624e-16,1.5107183e-17,5.008521e-16,1.0
5441,7,Class 7,7,Class 7,1,6.0507993e-10,1.3209688e-12,1.627855e-10,2.294191e-13,1.7892332e-07,1.4519238e-09,3.553821e-13,0.99999976
5442,5,Class 5,5,Class 5,1,6.0507094e-10,2.294157e-13,1.3079039e-10,8.2773346e-07,3.5186718e-11,0.99998486,1.4233693e-05,5.990954e-08
5443,7,Class 7,7,Class 7,1,5.3427823e-07,2.4717099e-06,4.250349e-05,2.0257426e-10,5.3960614e-09,0.00010198964,9.37162e-10,0.9998524
5444,7,Class 7,7,Class 7,1,1.8802555e-17,4.4672323e-15,8.6985585e-17,1.2018255e-15,1.178205e-11,1.6604873e-14,2.8838435e-15,1.0
5445,7,Class 7,7,Class 7,1,1.7892324e-07,8.360008e-09,9.372998e-10,3.107447e-08,1.7892324e-07,4.3361887e-09,7.456497e-08,0.9999994
5446,7,Class 7,7,Class 7,1,7.456515e-08,4.336191e-09,2.2491058e-09,9.373002e-10,2.496729e-08,6.783981e-11,2.2715387e-11,0.9999999
5447,7,Class 7,7,Class 7,1,4.910092e-12,7.7584417e-16,8.5275943e-13,3.4495736e-07,2.799254e-09,3.5538204e-13,3.1074478e-08,0.99999964
5448,7,Class 7,7,Class 7,1,3.9061288e-10,4.4231115e-13,5.50505e-13,6.1720906e-14,7.6818475e-14,6.650652e-07,7.605984e-12,0.9999993
5449,7,Class 7,7,Class 7,1,2.5467837e-12,1.3209717e-12,1.6440919e-12,8.5276144e-13,1.0404959e-08,3.589275e-15,1.3209717e-12,1.0
5450,5,Class 5,5,Class 5,1,3.2013566e-14,2.8553692e-13,2.8553692e-13,6.851621e-13,9.466475e-12,1.0,2.5216276e-10,1.29500695e-08
5451,2,Class 2,2,Class 2,1,5.4506705e-11,3.076751e-06,0.9999969,1.4664015e-11,1.0719324e-14,5.505027e-13,2.546771e-12,2.4967166e-08
5452,7,Class 7,7,Class 7,1,1.0613537e-12,2.8271755e-11,2.271539e-11,9.373003e-10,4.4231147e-13,4.959068e-14,4.3794413e-11,1.0
5453,7,Class 7,7,Class 7,1,9.560877e-14,7.835829e-18,4.5567907e-19,4.4231147e-13,2.2941916e-13,2.0666555e-14,1.0613537e-12,1.0
5454,7,Class 7,7,Class 7,1,1.627843e-10,3.9061018e-10,1.78922e-07,3.9061018e-10,1.4663949e-11,7.382821e-06,7.6059315e-12,0.9999924
5455,0,Class 0,0,Class 0,1,0.9999987,6.783973e-11,9.466463e-12,1.8251015e-11,1.466404e-11,1.3079245e-10,1.8070775e-09,1.2822186e-06
5456,7,Class 7,7,Class 7,1,4.9101027e-12,8.5275976e-13,3.1697412e-12,4.9101027e-12,2.8271755e-11,1.1782072e-11,7.7584443e-16,1.0
5457,2,Class 2,7,Class 7,0,0.00025608295,0.004403599,0.11730072,0.00031872306,6.8894355e-05,0.00548076,0.03155757,0.84061366
5458,7,Class 7,7,Class 7,1,4.0241683e-16,1.6937766e-18,3.945092e-12,5.671407e-19,1.0826275e-16,8.8729475e-21,1.8802555e-17,1.0
5459,7,Class 7,7,Class 7,1,6.172095e-14,3.107449e-08,1.6440887e-12,9.560877e-14,3.483982e-09,7.681853e-14,5.505054e-13,1.0
5460,5,Class 5,5,Class 5,1,3.5187252e-11,1.0404938e-08,4.3361914e-09,1.29500695e-08,9.466475e-12,1.0,4.861603e-10,2.249106e-09
5461,7,Class 7,7,Class 7,1,3.483982e-09,5.4506875e-11,8.5275976e-13,1.8070798e-09,2.8271755e-11,1.466406e-11,1.05087196e-10,1.0
5462,7,Class 7,7,Class 7,1,2.4967294e-08,5.505054e-13,1.0613537e-12,1.8433046e-13,1.3079261e-10,6.783982e-11,4.861612e-10,1.0
5463,7,Class 7,7,Class 7,1,6.78397e-11,6.91996e-15,2.5721761e-14,8.5275976e-13,6.1111407e-12,1.8433046e-13,2.8838435e-15,1.0
5464,7,Class 7,7,Class 7,1,8.195035e-05,1.5957293e-06,7.455877e-08,9.279662e-08,1.4374676e-07,3.48369e-09,3.8672315e-08,0.9999162
5465,7,Class 7,7,Class 7,1,0.0011308844,5.336647e-07,5.9241984e-06,1.6096907e-08,0.0001578057,5.336647e-07,3.1034226e-08,0.9987043
5466,7,Class 7,7,Class 7,1,1.3079261e-10,2.249106e-09,7.530875e-10,2.006033e-08,1.4519241e-09,2.0260416e-10,2.2715345e-11,1.0
5467,4,Class 4,4,Class 4,1,6.674603e-12,2.7541272e-10,1.2868382e-11,2.2128475e-10,0.87754565,2.4809755e-11,5.8944614e-09,0.122454315
5468,1,Class 1,1,Class 1,1,0.000538976,0.47597936,0.042877212,3.134313e-05,6.0428367e-05,0.47597936,0.00067081413,0.003862471
5469,7,Class 7,7,Class 7,1,5.4506875e-11,4.3361914e-09,1.3079238e-10,1.4519241e-09,2.2715345e-11,1.6278522e-10,4.4231147e-13,1.0
5470,7,Class 7,7,Class 7,1,2.249106e-09,1.6278554e-10,3.5538285e-13,1.2018255e-15,6.172095e-14,5.559963e-15,6.111153e-12,1.0
5471,7,Class 7,7,Class 7,1,4.861612e-10,2.0260416e-10,7.530875e-10,7.60599e-12,2.4967294e-08,2.0462499e-12,2.2715345e-11,1.0
5472,7,Class 7,7,Class 7,1,3.8675555e-08,1.2950094e-08,2.799255e-09,1.1665716e-09,1.3079261e-10,4.9100936e-12,7.60599e-12,1.0
5473,7,Class 7,0,Class 0,0,0.7879804,2.424429e-06,5.8175624e-06,2.424429e-06,9.101573e-08,1.7374212e-05,1.4098809e-07,0.21199134
5474,5,Class 5,7,Class 7,0,0.007714951,7.869616e-07,6.2605184e-05,0.0032151546,4.5764217e-08,0.028676784,0.009602098,0.95072746
5475,7,Class 7,7,Class 7,1,2.0462499e-12,1.8616867e-15,2.0462499e-12,2.2715345e-11,1.178205e-11,1.4957988e-15,1.4519241e-09,1.0
5476,7,Class 7,7,Class 7,1,2.0462499e-12,1.3079238e-10,2.0260416e-10,2.2941916e-13,1.178205e-11,4.959058e-14,9.560877e-14,1.0
5477,7,Class 7,7,Class 7,1,2.7992384e-09,8.359963e-09,3.8675324e-08,3.138419e-10,5.9318486e-06,4.3794073e-11,9.466419e-12,0.99999404
5478,7,Class 7,7,Class 7,1,6.91996e-15,7.835829e-18,1.8990097e-19,6.851634e-13,1.2018255e-15,1.3341423e-14,1.0719357e-14,1.0
5479,7,Class 7,7,Class 7,1,8.360012e-09,9.373002e-10,4.8616117e-10,4.8616117e-10,1.8070796e-09,5.991055e-08,2.2491058e-09,0.9999999
5480,7,Class 7,7,Class 7,1,4.423123e-13,2.2941916e-13,3.2655376e-18,1.3608891e-18,6.172095e-14,6.8516465e-13,9.560896e-14,1.0
5481,6,Class 6,6,Class 6,1,1.4958043e-15,1.4958043e-15,2.3635267e-19,2.026045e-10,6.919986e-15,3.8675626e-08,0.9999999,7.456515e-08
5482,7,Class 7,7,Class 7,1,5.615398e-17,1.3474493e-16,6.91996e-15,7.9929215e-22,2.3170743e-15,2.5978315e-16,2.9416587e-19,1.0
5483,7,Class 7,7,Class 7,1,4.766017e-06,4.33615e-09,1.2949971e-08,3.4839487e-09,6.7839054e-11,8.359933e-09,4.766017e-06,0.99999046
5484,6,Class 6,6,Class 6,1,6.919987e-15,5.058477e-18,5.108932e-20,2.0666594e-14,3.9844416e-14,1.4519269e-09,1.0,4.9101027e-12
5485,7,Class 7,7,Class 7,1,1.4519241e-09,1.0404938e-08,7.530875e-10,3.9061315e-10,5.3968576e-09,6.783982e-11,2.249106e-09,1.0
5486,7,Class 7,7,Class 7,1,1.5958601e-06,3.1074432e-08,2.0060295e-08,6.7169736e-09,4.8135913e-08,7.456502e-08,3.9061246e-10,0.9999982
5487,7,Class 7,7,Class 7,1,1.4372195e-07,4.335084e-09,7.5289514e-10,3.0759777e-06,9.278069e-08,7.380992e-06,0.00024470358,0.9997446
5488,7,Class 7,1,Class 1,0,1.0007926e-09,0.5538176,0.0012090569,5.190934e-10,2.9593633e-07,2.14192e-08,4.1295493e-08,0.44497308
5489,7,Class 7,7,Class 7,1,8.273876e-07,8.356394e-09,1.1660666e-09,0.00037899107,3.4824739e-09,9.276422e-08,5.288508e-05,0.9995671
5490,7,Class 7,7,Class 7,1,6.919987e-15,5.505054e-13,1.3209717e-12,1.6604873e-14,4.3794413e-11,5.505054e-13,8.443398e-11,1.0
5491,0,Class 0,0,Class 0,1,0.99999833,3.449569e-07,1.0302185e-06,1.1665696e-09,1.6117763e-08,7.530862e-10,3.9061251e-10,2.2268928e-07
5492,0,Class 0,0,Class 0,1,0.99989796,1.6276892e-10,1.4662563e-11,2.521375e-10,2.826887e-11,4.9095927e-12,4.3789864e-11,0.0001019942
5493,7,Class 7,7,Class 7,1,6.579718e-05,4.332729e-09,4.85773e-10,0.0007304136,3.1049673e-08,1.9846395e-06,3.44682e-07,0.9992015
5494,7,Class 7,7,Class 7,1,0.00019608885,0.002709237,3.4395347e-07,3.4395347e-07,3.0678118e-06,5.973608e-08,1.2784884e-06,0.99708956
5495,2,Class 2,2,Class 2,1,3.518725e-11,1.1550518e-07,0.9999999,7.681852e-14,1.33414465e-14,2.317074e-15,2.855374e-13,1.8070796e-09
5496,7,Class 7,7,Class 7,1,8.5275976e-13,2.5467788e-12,1.4810324e-13,5.559963e-15,1.1899567e-13,5.505054e-13,6.919987e-15,1.0
5497,6,Class 6,0,Class 0,0,0.9964179,6.626827e-07,4.277989e-07,1.2776272e-06,0.0021753109,1.4324371e-07,4.3206585e-09,0.0014042867
5498,7,Class 7,7,Class 7,1,5.008521e-16,2.0462499e-12,9.65624e-16,9.560896e-14,2.0462499e-12,1.05087196e-10,2.0260416e-10,1.0
5499,7,Class 7,7,Class 7,1,1.2950094e-08,1.4810324e-13,1.1899567e-13,3.483982e-09,4.3361914e-09,2.8553744e-13,3.9061315e-10,1.0
5500,7,Class 7,7,Class 7,1,4.8135988e-08,2.0462495e-12,2.2715385e-11,6.0507993e-10,1.6440883e-12,2.226896e-07,2.7992544e-09,0.99999976
5501,7,Class 7,7,Class 7,1,0.001407075,1.4352827e-07,2.002816e-08,2.794766e-09,0.00019634563,5.4419465e-11,5.3882028e-09,0.99839634
5502,4,Class 4,4,Class 4,1,0.013540911,2.985641e-07,8.9166576e-07,2.662969e-06,0.86550987,3.7159558e-07,0.00017021222,0.12077477
5503,7,Class 7,7,Class 7,1,4.7660437e-06,3.1384284e-10,1.2950032e-08,1.6117713e-08,9.466448e-12,4.8135767e-08,5.396832e-09,0.99999523
5504,5,Class 5,5,Class 5,1,6.783956e-11,6.71696e-09,1.6278491e-10,3.5187183e-11,1.8070729e-09,0.9999962,3.1074432e-08,3.8293574e-06
5505,7,Class 7,7,Class 7,1,3.4495736e-07,6.8516313e-13,2.8838535e-15,1.1665712e-09,2.2715337e-11,2.0462492e-12,5.4506854e-11,0.99999964
5506,7,Class 7,7,Class 7,1,4.3361914e-09,8.5275976e-13,3.1384434e-10,1.466406e-11,2.006033e-08,1.611779e-08,2.8271755e-11,1.0
5507,7,Class 7,7,Class 7,1,1.3079261e-10,2.8271755e-11,6.050801e-10,1.6440887e-12,2.5721807e-14,6.050801e-10,2.5721807e-14,1.0
5508,7,Class 7,7,Class 7,1,2.271539e-11,3.2013566e-14,2.0462499e-12,6.783982e-11,1.1665716e-09,1.1899567e-13,1.6604873e-14,1.0
5509,7,Class 7,7,Class 7,1,3.829353e-06,1.4375824e-07,1.1665671e-09,1.0508678e-10,3.1697286e-12,3.1074368e-08,2.4967196e-08,0.99999607
5510,7,Class 7,7,Class 7,1,2.2048487e-05,2.4720102e-06,5.990894e-08,7.456314e-08,6.783799e-11,2.7715433e-07,1.7891885e-07,0.99997485
5511,7,Class 7,7,Class 7,1,2.5216318e-10,3.867562e-08,1.3079259e-10,3.1384426e-10,2.226896e-07,1.4519238e-09,1.8070794e-09,0.99999976
5512,7,Class 7,7,Class 7,1,4.293368e-07,1.1782061e-11,5.3435656e-07,4.3361874e-09,6.0507954e-10,1.2950082e-08,7.605983e-12,0.99999905
5513,7,Class 7,7,Class 7,1,0.00037901162,3.8660964e-08,2.4957826e-08,9.2769206e-08,1.2945184e-08,5.3948113e-09,2.2482531e-09,0.9996208
5514,7,Class 7,7,Class 7,1,1.1550493e-07,1.4375848e-07,1.9862212e-06,3.9061226e-10,1.8070757e-09,1.8070757e-09,7.605972e-12,0.99999774
5515,7,Class 7,7,Class 7,1,2.2941916e-13,6.851634e-13,1.0613537e-12,4.9100936e-12,2.5216323e-10,1.3209692e-12,1.4810324e-13,1.0
5516,7,Class 7,7,Class 7,1,4.6720828e-08,2.447498e-10,9.097443e-10,3.381555e-09,8.114234e-09,0.029276202,0.00012322344,0.9706006
5517,7,Class 7,7,Class 7,1,3.518725e-11,1.6117788e-08,7.456515e-08,5.5050533e-13,2.2715342e-11,2.0462497e-12,1.0613536e-12,0.9999999
5518,6,Class 6,6,Class 6,1,7.238178e-08,1.5645837e-08,3.4156983e-11,1.7541659e-09,4.719257e-10,1.5491338e-06,0.97071856,0.029279774
5519,7,Class 7,7,Class 7,1,2.5216276e-10,2.8271755e-11,2.2715345e-11,1.466406e-11,1.6278522e-10,2.249106e-09,4.4231147e-13,1.0
5520,7,Class 7,7,Class 7,1,0.0007304527,1.7879017e-07,1.984747e-06,1.0397193e-08,1.0397193e-08,1.14279355e-05,3.4470068e-07,0.9992556
5521,7,Class 7,7,Class 7,1,4.4231147e-13,3.1697412e-12,1.3209692e-12,5.5599416e-15,1.4810324e-13,5.5599416e-15,1.6604873e-14,1.0
5522,7,Class 7,7,Class 7,1,2.226893e-07,5.991041e-08,3.4495727e-07,6.111137e-12,3.1384356e-10,1.4519232e-09,2.2715331e-11,0.9999994
5523,0,Class 0,0,Class 0,1,0.9947212,2.2372333e-09,3.431365e-07,2.7569848e-07,2.1932668e-05,3.397481e-05,1.1376089e-05,0.0052109025
5524,7,Class 7,7,Class 7,1,0.00012693818,3.828835e-06,5.3428266e-07,1.0300768e-06,5.9310582e-06,2.2265841e-07,6.6497245e-07,0.99986076
5525,7,Class 7,7,Class 7,1,1.6440887e-12,3.1697412e-12,3.945092e-12,1.466406e-11,6.988982e-17,4.4231147e-13,2.271539e-11,1.0
5526,7,Class 7,7,Class 7,1,4.3794413e-11,2.0462499e-12,3.9844416e-14,2.3401853e-17,2.0462499e-12,2.271539e-11,3.518732e-11,1.0
5527,7,Class 7,7,Class 7,1,6.0507716e-10,4.766039e-06,1.4375797e-07,9.466429e-12,3.8675367e-08,8.4433405e-11,2.2715234e-11,0.9999951
5528,7,Class 7,7,Class 7,1,7.530875e-10,1.825104e-11,3.5538285e-13,1.3209717e-12,4.3794413e-11,1.3209717e-12,5.505054e-13,1.0
5529,0,Class 0,7,Class 7,0,4.1920048e-05,1.2644329e-06,1.403645e-05,0.0013897837,0.012395841,2.7061746e-05,2.4377787e-06,0.9861276
5530,7,Class 7,7,Class 7,1,1.3079239e-10,1.8070768e-09,3.4839762e-09,1.0302185e-06,5.343556e-07,1.6117763e-08,3.4839762e-09,0.99999833
5531,7,Class 7,7,Class 7,1,7.605989e-12,1.1782048e-11,1.8251005e-11,5.991044e-08,1.4664058e-11,3.906131e-10,9.4664745e-12,0.9999999
5532,7,Class 7,7,Class 7,1,0.00030454368,3.482902e-09,1.0401713e-08,9.277563e-08,2.7707566e-07,3.4485055e-07,4.764589e-06,0.99969006
5533,7,Class 7,7,Class 7,1,2.5721807e-14,3.9844416e-14,1.3474493e-16,1.0826275e-16,2.2941916e-13,7.758474e-16,1.093426e-18,1.0
5534,7,Class 7,0,Class 0,0,0.89853996,2.7921669e-08,3.0995807e-07,0.00014197869,4.7539936e-05,9.25694e-07,0.0005277402,0.10074159
5535,4,Class 4,4,Class 4,1,4.3135944e-09,2.0154833e-10,1.0350716e-08,8.316447e-09,0.99478877,6.079294e-12,1.6193723e-10,0.0052112537
5536,7,Class 7,7,Class 7,1,1.437588e-07,1.4664058e-11,1.1665715e-09,1.8251038e-11,2.521632e-10,2.8271751e-11,2.2491058e-09,0.9999999
5537,7,Class 7,7,Class 7,1,5.2893836e-05,5.3954143e-09,7.454522e-08,5.930303e-06,5.3421417e-07,1.1433402e-05,0.00019660863,0.99973255
5538,0,Class 0,0,Class 0,1,0.65844804,5.450277e-07,8.526964e-09,4.3791076e-07,2.2489365e-05,8.526964e-09,3.1382044e-06,0.34152538
5539,7,Class 7,7,Class 7,1,9.280438e-08,1.4519239e-09,1.0404937e-08,2.8271751e-11,6.0508004e-10,4.910093e-12,2.5467785e-12,0.9999999
5540,7,Class 7,7,Class 7,1,1.466406e-11,2.5721761e-14,8.5275976e-13,6.91996e-15,6.172095e-14,2.2941916e-13,7.681853e-14,1.0
5541,7,Class 7,7,Class 7,1,4.861603e-10,2.8553744e-13,4.959058e-14,1.466406e-11,7.530875e-10,1.466406e-11,1.1899567e-13,1.0
5542,7,Class 7,7,Class 7,1,2.7441078e-05,3.4838092e-09,4.9098503e-12,1.8250101e-11,1.4375154e-07,8.359598e-09,2.2047949e-05,0.9999504
5543,7,Class 7,7,Class 7,1,5.505054e-13,1.8616867e-15,9.560896e-14,6.91996e-15,1.8802555e-17,6.988982e-17,8.612654e-15,1.0
5544,7,Class 7,7,Class 7,1,2.8553692e-13,3.553815e-13,9.560877e-14,3.2013566e-14,2.0666555e-14,6.851621e-13,1.466406e-11,1.0
5545,1,Class 1,1,Class 1,1,1.3209612e-12,0.99999404,5.931854e-06,7.758428e-16,3.5892403e-15,1.6604775e-14,6.98894e-17,2.7992384e-09
5546,7,Class 7,7,Class 7,1,1.1550502e-07,8.36001e-09,1.1550502e-07,4.8135977e-08,1.7892327e-07,4.336189e-09,2.4967282e-08,0.9999995
5547,7,Class 7,7,Class 7,1,5.505054e-13,1.4958045e-15,7.681853e-14,1.8802628e-17,1.6440919e-12,1.6770494e-16,8.612654e-15,1.0
5548,7,Class 7,7,Class 7,1,8.359951e-09,1.1781963e-11,3.1384143e-10,7.382823e-06,2.0060183e-08,6.78392e-11,2.8271547e-11,0.9999926
5549,7,Class 7,7,Class 7,1,4.8135902e-08,4.3794322e-11,1.0508698e-10,3.9061235e-10,6.85162e-13,1.9862216e-06,6.050789e-10,0.999998
5550,7,Class 7,7,Class 7,1,1.05087196e-10,1.0613537e-12,1.825104e-11,7.60599e-12,1.825104e-11,8.443398e-11,7.60599e-12,1.0
5551,7,Class 7,7,Class 7,1,4.25079e-05,1.2821642e-06,1.0404483e-08,6.7166916e-09,1.4518606e-09,3.5185778e-11,3.867394e-08,0.99995625
5552,7,Class 7,7,Class 7,1,0.010111746,0.00058802945,5.297092e-05,0.010111746,0.00024505725,0.00058802945,0.17388149,0.8044208
5553,0,Class 0,0,Class 0,1,0.99995375,5.396608e-09,5.396608e-09,2.7714847e-07,1.4375202e-07,9.188363e-06,9.188363e-06,2.7441169e-05
5554,7,Class 7,7,Class 7,1,8.359859e-09,8.359859e-09,4.3793604e-11,6.650534e-07,1.7715327e-05,2.0059996e-08,3.518667e-11,0.9999815
5555,7,Class 7,7,Class 7,1,4.2932498e-07,2.4720018e-06,3.0766757e-06,2.2048434e-05,4.2932498e-07,2.2490418e-09,3.8674454e-08,0.9999715
5556,7,Class 7,7,Class 7,1,6.584524e-05,5.990633e-08,3.4493374e-07,3.107235e-08,2.4719022e-06,2.005895e-08,1.1664913e-09,0.9999312
5557,7,Class 7,7,Class 7,1,4.250761e-05,6.6503196e-07,5.9315894e-06,2.2267835e-07,1.7891446e-07,6.7166517e-09,7.456131e-08,0.9999503
5558,7,Class 7,7,Class 7,1,1.4375657e-07,1.4519015e-09,3.9060705e-10,3.0767187e-06,9.188652e-06,2.472036e-06,6.6505527e-07,0.9999844
5559,7,Class 7,7,Class 7,1,3.483975e-09,6.91996e-15,1.6440887e-12,3.5187252e-11,1.4810324e-13,1.178205e-11,1.466406e-11,1.0
5560,7,Class 7,7,Class 7,1,0.023660783,3.367854e-07,1.12768866e-07,1.3896706e-05,8.971105e-06,1.7468464e-07,5.791357e-06,0.9763099
5561,7,Class 7,7,Class 7,1,0.0011294325,1.0275644e-06,1.784621e-07,1.4197215e-05,0.001405702,9.256515e-08,2.7371694e-05,0.9974221
5562,7,Class 7,7,Class 7,1,2.226896e-07,4.467231e-15,1.481032e-13,6.172094e-14,2.8271748e-11,7.530873e-10,1.8433042e-13,0.99999976
5563,7,Class 7,7,Class 7,1,5.3435684e-07,1.6278545e-10,9.466488e-12,1.8070789e-09,9.466488e-12,2.5216312e-10,1.6278545e-10,0.9999995
5564,7,Class 7,7,Class 7,1,3.945092e-12,2.5721761e-14,5.505054e-13,2.799255e-09,6.851634e-13,6.851634e-13,5.505054e-13,1.0
5565,7,Class 7,7,Class 7,1,2.0462499e-12,3.9844416e-14,2.0666594e-14,1.2018255e-15,5.505054e-13,3.589262e-15,9.65624e-16,1.0
5566,7,Class 7,7,Class 7,1,2.5721761e-14,4.0241683e-16,6.233657e-16,3.5187252e-11,4.9100936e-12,6.851634e-13,4.3794413e-11,1.0
5567,7,Class 7,7,Class 7,1,2.0060368e-08,1.2950094e-08,2.5216323e-10,6.7169856e-09,5.3968683e-09,3.9061315e-10,5.3968683e-09,1.0
